ITEMS TO SELL:
  4  ride 7 T=evening
  17  ride 13 T=morning
  14  ride 13 T=afternoon
  4  ride 13 T=evening
  18  ride 6 T=morning
  14  ride 6 T=afternoon
  4  ride 6 T=evening
  18  ride 12 T=morning
  14  ride 12 T=afternoon
  4  ride 12 T=evening
  18  ride 5 T=morning
  15  ride 5 T=afternoon
  5  ride 5 T=evening
  18  ride 11 T=morning
  15  ride 11 T=afternoon
  5  ride 11 T=evening
  19  ride 4 T=morning
  15  ride 4 T=afternoon
  5  ride 4 T=evening
  19  ride 10 T=morning
  15  ride 10 T=afternoon
  5  ride 10 T=evening
  20  ride 3 T=morning
  16  ride 3 T=afternoon
  6  ride 3 T=evening
  20  ride 9 T=morning
  16  ride 9 T=afternoon
  6  ride 9 T=evening
  20  ride 2 T=morning
  16  ride 2 T=afternoon
  7  ride 2 T=evening
  20  ride 8 T=morning
  16  ride 8 T=afternoon
  7  ride 8 T=evening
  21  ride 1 T=morning
  17  ride 1 T=afternoon
  7  ride 1 T=evening
------------
Name: Agent 216
Bids:
  35  ride 7 T=morning
  31  ride 7 T=afternoon
  21  ride 7 T=evening
  35  ride 13 T=morning
  31  ride 13 T=afternoon
  21  ride 13 T=evening
  36  ride 6 T=morning
  32  ride 6 T=afternoon
  22  ride 6 T=evening
  36  ride 12 T=morning
  32  ride 12 T=afternoon
  22  ride 12 T=evening
  36  ride 5 T=morning
  32  ride 5 T=afternoon
  23  ride 5 T=evening
  36  ride 11 T=morning
  32  ride 11 T=afternoon
  23  ride 11 T=evening
  37  ride 4 T=morning
  33  ride 4 T=afternoon
  23  ride 4 T=evening
  37  ride 10 T=morning
  33  ride 10 T=afternoon
  23  ride 10 T=evening
  37  ride 3 T=morning
  33  ride 3 T=afternoon
  24  ride 3 T=evening
  37  ride 9 T=morning
  33  ride 9 T=afternoon
  24  ride 9 T=evening
  38  ride 2 T=morning
  34  ride 2 T=afternoon
  24  ride 2 T=evening
  38  ride 8 T=morning
  34  ride 8 T=afternoon
  24  ride 8 T=evening
  38  ride 1 T=morning
  35  ride 1 T=afternoon
  25  ride 1 T=evening
------------
Name: Agent 578
Bids:
  54  ride 7 T=morning
  50  ride 7 T=afternoon
  40  ride 7 T=evening
  54  ride 13 T=morning
  50  ride 13 T=afternoon
  40  ride 13 T=evening
  54  ride 6 T=morning
  51  ride 6 T=afternoon
  41  ride 6 T=evening
  54  ride 12 T=morning
  51  ride 12 T=afternoon
  41  ride 12 T=evening
  55  ride 5 T=morning
  51  ride 5 T=afternoon
  41  ride 5 T=evening
  55  ride 11 T=morning
  51  ride 11 T=afternoon
  41  ride 11 T=evening
  55  ride 4 T=morning
  52  ride 4 T=afternoon
  42  ride 4 T=evening
  55  ride 10 T=morning
  52  ride 10 T=afternoon
  42  ride 10 T=evening
  56  ride 3 T=morning
  52  ride 3 T=afternoon
  42  ride 3 T=evening
  56  ride 9 T=morning
  52  ride 9 T=afternoon
  42  ride 9 T=evening
  56  ride 2 T=morning
  53  ride 2 T=afternoon
  43  ride 2 T=evening
  56  ride 8 T=morning
  53  ride 8 T=afternoon
  43  ride 8 T=evening
  57  ride 1 T=morning
  53  ride 1 T=afternoon
  44  ride 1 T=evening
------------
Name: Agent 862
Bids:
  23  ride 7 T=morning
  19  ride 7 T=afternoon
  9  ride 7 T=evening
  23  ride 13 T=morning
  19  ride 13 T=afternoon
  9  ride 13 T=evening
  24  ride 6 T=morning
  20  ride 6 T=afternoon
  10  ride 6 T=evening
  24  ride 12 T=morning
  20  ride 12 T=afternoon
  10  ride 12 T=evening
  24  ride 5 T=morning
  20  ride 5 T=afternoon
  11  ride 5 T=evening
  24  ride 11 T=morning
  20  ride 11 T=afternoon
  11  ride 11 T=evening
  25  ride 4 T=morning
  21  ride 4 T=afternoon
  11  ride 4 T=evening
  25  ride 10 T=morning
  21  ride 10 T=afternoon
  11  ride 10 T=evening
  25  ride 3 T=morning
  21  ride 3 T=afternoon
  12  ride 3 T=evening
  25  ride 9 T=morning
  21  ride 9 T=afternoon
  12  ride 9 T=evening
  26  ride 2 T=morning
  22  ride 2 T=afternoon
  12  ride 2 T=evening
  26  ride 8 T=morning
  22  ride 8 T=afternoon
  12  ride 8 T=evening
  26  ride 1 T=morning
  23  ride 1 T=afternoon
  13  ride 1 T=evening
------------
Name: Agent 475
Bids:
  23  ride 7 T=morning
  19  ride 7 T=afternoon
  10  ride 7 T=evening
  23  ride 13 T=morning
  19  ride 13 T=afternoon
  10  ride 13 T=evening
  24  ride 6 T=morning
  20  ride 6 T=afternoon
  10  ride 6 T=evening
  24  ride 12 T=morning
  20  ride 12 T=afternoon
  10  ride 12 T=evening
  24  ride 5 T=morning
  20  ride 5 T=afternoon
  11  ride 5 T=evening
  24  ride 11 T=morning
  20  ride 11 T=afternoon
  11  ride 11 T=evening
  25  ride 4 T=morning
  21  ride 4 T=afternoon
  11  ride 4 T=evening
  25  ride 10 T=morning
  21  ride 10 T=afternoon
  11  ride 10 T=evening
  25  ride 3 T=morning
  22  ride 3 T=afternoon
  12  ride 3 T=evening
  25  ride 9 T=morning
  22  ride 9 T=afternoon
  12  ride 9 T=evening
  26  ride 2 T=morning
  22  ride 2 T=afternoon
  12  ride 2 T=evening
  26  ride 8 T=morning
  22  ride 8 T=afternoon
  12  ride 8 T=evening
  26  ride 1 T=morning
  23  ride 1 T=afternoon
  13  ride 1 T=evening
------------
Name: Agent 589
Bids:
  12  ride 7 T=morning
  8  ride 7 T=afternoon
  1  ride 7 T=evening
  12  ride 13 T=morning
  8  ride 13 T=afternoon
  1  ride 13 T=evening
  12  ride 6 T=morning
  8  ride 6 T=afternoon
  1  ride 6 T=evening
  12  ride 12 T=morning
  8  ride 12 T=afternoon
  1  ride 12 T=evening
  13  ride 5 T=morning
  9  ride 5 T=afternoon
  1  ride 5 T=evening
  13  ride 11 T=morning
  9  ride 11 T=afternoon
  1  ride 11 T=evening
  13  ride 4 T=morning
  9  ride 4 T=afternoon
  1  ride 4 T=evening
  13  ride 10 T=morning
  9  ride 10 T=afternoon
  1  ride 10 T=evening
  14  ride 3 T=morning
  10  ride 3 T=afternoon
  1  ride 3 T=evening
  14  ride 9 T=morning
  10  ride 9 T=afternoon
  1  ride 9 T=evening
  14  ride 2 T=morning
  11  ride 2 T=afternoon
  1  ride 2 T=evening
  14  ride 8 T=morning
  11  ride 8 T=afternoon
  1  ride 8 T=evening
  15  ride 1 T=morning
  11  ride 1 T=afternoon
  1  ride 1 T=evening
------------
Name: Agent 157
Bids:
  39  ride 7 T=morning
  35  ride 7 T=afternoon
  25  ride 7 T=evening
  39  ride 13 T=morning
  35  ride 13 T=afternoon
  25  ride 13 T=evening
  39  ride 6 T=morning
  35  ride 6 T=afternoon
  26  ride 6 T=evening
  39  ride 12 T=morning
  35  ride 12 T=afternoon
  26  ride 12 T=evening
  40  ride 5 T=morning
  36  ride 5 T=afternoon
  26  ride 5 T=evening
  40  ride 11 T=morning
  36  ride 11 T=afternoon
  26  ride 11 T=evening
  40  ride 4 T=morning
  37  ride 4 T=afternoon
  27  ride 4 T=evening
  40  ride 10 T=morning
  37  ride 10 T=afternoon
  27  ride 10 T=evening
  41  ride 3 T=morning
  37  ride 3 T=afternoon
  27  ride 3 T=evening
  41  ride 9 T=morning
  37  ride 9 T=afternoon
  27  ride 9 T=evening
  41  ride 2 T=morning
  38  ride 2 T=afternoon
  28  ride 2 T=evening
  41  ride 8 T=morning
  38  ride 8 T=afternoon
  28  ride 8 T=evening
  42  ride 1 T=morning
  38  ride 1 T=afternoon
  28  ride 1 T=evening
------------
Name: Agent 735
Bids:
  50  ride 7 T=morning
  47  ride 7 T=afternoon
  37  ride 7 T=evening
  50  ride 13 T=morning
  47  ride 13 T=afternoon
  37  ride 13 T=evening
  51  ride 6 T=morning
  47  ride 6 T=afternoon
  38  ride 6 T=evening
  51  ride 12 T=morning
  47  ride 12 T=afternoon
  38  ride 12 T=evening
  52  ride 5 T=morning
  48  ride 5 T=afternoon
  38  ride 5 T=evening
  52  ride 11 T=morning
  48  ride 11 T=afternoon
  38  ride 11 T=evening
  52  ride 4 T=morning
  48  ride 4 T=afternoon
  39  ride 4 T=evening
  52  ride 10 T=morning
  48  ride 10 T=afternoon
  39  ride 10 T=evening
  53  ride 3 T=morning
  49  ride 3 T=afternoon
  39  ride 3 T=evening
  53  ride 9 T=morning
  49  ride 9 T=afternoon
  39  ride 9 T=evening
  53  ride 2 T=morning
  49  ride 2 T=afternoon
  40  ride 2 T=evening
  53  ride 8 T=morning
  49  ride 8 T=afternoon
  40  ride 8 T=evening
  54  ride 1 T=morning
  50  ride 1 T=afternoon
  40  ride 1 T=evening
------------
Name: Agent 875
Bids:
  23  ride 7 T=morning
  20  ride 7 T=afternoon
  10  ride 7 T=evening
  23  ride 13 T=morning
  20  ride 13 T=afternoon
  10  ride 13 T=evening
  24  ride 6 T=morning
  20  ride 6 T=afternoon
  10  ride 6 T=evening
  24  ride 12 T=morning
  20  ride 12 T=afternoon
  10  ride 12 T=evening
  24  ride 5 T=morning
  21  ride 5 T=afternoon
  11  ride 5 T=evening
  24  ride 11 T=morning
  21  ride 11 T=afternoon
  11  ride 11 T=evening
  25  ride 4 T=morning
  21  ride 4 T=afternoon
  12  ride 4 T=evening
  25  ride 10 T=morning
  21  ride 10 T=afternoon
  12  ride 10 T=evening
  26  ride 3 T=morning
  22  ride 3 T=afternoon
  12  ride 3 T=evening
  26  ride 9 T=morning
  22  ride 9 T=afternoon
  12  ride 9 T=evening
  26  ride 2 T=morning
  22  ride 2 T=afternoon
  13  ride 2 T=evening
  26  ride 8 T=morning
  22  ride 8 T=afternoon
  13  ride 8 T=evening
  27  ride 1 T=morning
  23  ride 1 T=afternoon
  13  ride 1 T=evening
------------
Name: Agent 252
Bids:
  30  ride 7 T=morning
  27  ride 7 T=afternoon
  17  ride 7 T=evening
  30  ride 13 T=morning
  27  ride 13 T=afternoon
  17  ride 13 T=evening
  31  ride 6 T=morning
  27  ride 6 T=afternoon
  17  ride 6 T=evening
  31  ride 12 T=morning
  27  ride 12 T=afternoon
  17  ride 12 T=evening
  32  ride 5 T=morning
  28  ride 5 T=afternoon
  18  ride 5 T=evening
  32  ride 11 T=morning
  28  ride 11 T=afternoon
  18  ride 11 T=evening
  32  ride 4 T=morning
  28  ride 4 T=afternoon
  19  ride 4 T=evening
  32  ride 10 T=morning
  28  ride 10 T=afternoon
  19  ride 10 T=evening
  33  ride 3 T=morning
  29  ride 3 T=afternoon
  19  ride 3 T=evening
  33  ride 9 T=morning
  29  ride 9 T=afternoon
  19  ride 9 T=evening
  33  ride 2 T=morning
  29  ride 2 T=afternoon
  20  ride 2 T=evening
  33  ride 8 T=morning
  29  ride 8 T=afternoon
  20  ride 8 T=evening
  34  ride 1 T=morning
  30  ride 1 T=afternoon
  20  ride 1 T=evening
------------
Name: Agent 458
Bids:
  20  ride 7 T=morning
  17  ride 7 T=afternoon
  7  ride 7 T=evening
  20  ride 13 T=morning
  17  ride 13 T=afternoon
  7  ride 13 T=evening
  21  ride 6 T=morning
  17  ride 6 T=afternoon
  7  ride 6 T=evening
  21  ride 12 T=morning
  17  ride 12 T=afternoon
  7  ride 12 T=evening
  22  ride 5 T=morning
  18  ride 5 T=afternoon
  8  ride 5 T=evening
  22  ride 11 T=morning
  18  ride 11 T=afternoon
  8  ride 11 T=evening
  22  ride 4 T=morning
  18  ride 4 T=afternoon
  9  ride 4 T=evening
  22  ride 10 T=morning
  18  ride 10 T=afternoon
  9  ride 10 T=evening
  23  ride 3 T=morning
  19  ride 3 T=afternoon
  9  ride 3 T=evening
  23  ride 9 T=morning
  19  ride 9 T=afternoon
  9  ride 9 T=evening
  23  ride 2 T=morning
  19  ride 2 T=afternoon
  10  ride 2 T=evening
  23  ride 8 T=morning
  19  ride 8 T=afternoon
  10  ride 8 T=evening
  24  ride 1 T=morning
  20  ride 1 T=afternoon
  10  ride 1 T=evening
------------
Name: Agent 562
Bids:
  20  ride 7 T=morning
  17  ride 7 T=afternoon
  7  ride 7 T=evening
  20  ride 13 T=morning
  17  ride 13 T=afternoon
  7  ride 13 T=evening
  21  ride 6 T=morning
  17  ride 6 T=afternoon
  8  ride 6 T=evening
  21  ride 12 T=morning
  17  ride 12 T=afternoon
  8  ride 12 T=evening
  22  ride 5 T=morning
  18  ride 5 T=afternoon
  8  ride 5 T=evening
  22  ride 11 T=morning
  18  ride 11 T=afternoon
  8  ride 11 T=evening
  22  ride 4 T=morning
  18  ride 4 T=afternoon
  9  ride 4 T=evening
  22  ride 10 T=morning
  18  ride 10 T=afternoon
  9  ride 10 T=evening
  23  ride 3 T=morning
  19  ride 3 T=afternoon
  9  ride 3 T=evening
  23  ride 9 T=morning
  19  ride 9 T=afternoon
  9  ride 9 T=evening
  23  ride 2 T=morning
  19  ride 2 T=afternoon
  10  ride 2 T=evening
  23  ride 8 T=morning
  19  ride 8 T=afternoon
  10  ride 8 T=evening
  24  ride 1 T=morning
  20  ride 1 T=afternoon
  10  ride 1 T=evening
------------
Name: Agent 166
Bids:
  26  ride 7 T=morning
  23  ride 7 T=afternoon
  13  ride 7 T=evening
  26  ride 13 T=morning
  23  ride 13 T=afternoon
  13  ride 13 T=evening
  27  ride 6 T=morning
  23  ride 6 T=afternoon
  14  ride 6 T=evening
  27  ride 12 T=morning
  23  ride 12 T=afternoon
  14  ride 12 T=evening
  28  ride 5 T=morning
  24  ride 5 T=afternoon
  14  ride 5 T=evening
  28  ride 11 T=morning
  24  ride 11 T=afternoon
  14  ride 11 T=evening
  28  ride 4 T=morning
  24  ride 4 T=afternoon
  15  ride 4 T=evening
  28  ride 10 T=morning
  24  ride 10 T=afternoon
  15  ride 10 T=evening
  29  ride 3 T=morning
  25  ride 3 T=afternoon
  15  ride 3 T=evening
  29  ride 9 T=morning
  25  ride 9 T=afternoon
  15  ride 9 T=evening
  29  ride 2 T=morning
  25  ride 2 T=afternoon
  16  ride 2 T=evening
  29  ride 8 T=morning
  25  ride 8 T=afternoon
  16  ride 8 T=evening
  30  ride 1 T=morning
  26  ride 1 T=afternoon
  16  ride 1 T=evening
------------
Name: Agent 858
Bids:
  39  ride 7 T=morning
  35  ride 7 T=afternoon
  25  ride 7 T=evening
  39  ride 13 T=morning
  35  ride 13 T=afternoon
  25  ride 13 T=evening
  39  ride 6 T=morning
  36  ride 6 T=afternoon
  26  ride 6 T=evening
  39  ride 12 T=morning
  36  ride 12 T=afternoon
  26  ride 12 T=evening
  40  ride 5 T=morning
  36  ride 5 T=afternoon
  26  ride 5 T=evening
  40  ride 11 T=morning
  36  ride 11 T=afternoon
  26  ride 11 T=evening
  40  ride 4 T=morning
  37  ride 4 T=afternoon
  27  ride 4 T=evening
  40  ride 10 T=morning
  37  ride 10 T=afternoon
  27  ride 10 T=evening
  41  ride 3 T=morning
  37  ride 3 T=afternoon
  27  ride 3 T=evening
  41  ride 9 T=morning
  37  ride 9 T=afternoon
  27  ride 9 T=evening
  41  ride 2 T=morning
  38  ride 2 T=afternoon
  28  ride 2 T=evening
  41  ride 8 T=morning
  38  ride 8 T=afternoon
  28  ride 8 T=evening
  42  ride 1 T=morning
  38  ride 1 T=afternoon
  29  ride 1 T=evening
------------
Name: Agent 532
Bids:
  39  ride 7 T=morning
  35  ride 7 T=afternoon
  25  ride 7 T=evening
  39  ride 13 T=morning
  35  ride 13 T=afternoon
  25  ride 13 T=evening
  39  ride 6 T=morning
  36  ride 6 T=afternoon
  26  ride 6 T=evening
  39  ride 12 T=morning
  36  ride 12 T=afternoon
  26  ride 12 T=evening
  40  ride 5 T=morning
  36  ride 5 T=afternoon
  26  ride 5 T=evening
  40  ride 11 T=morning
  36  ride 11 T=afternoon
  26  ride 11 T=evening
  40  ride 4 T=morning
  37  ride 4 T=afternoon
  27  ride 4 T=evening
  40  ride 10 T=morning
  37  ride 10 T=afternoon
  27  ride 10 T=evening
  41  ride 3 T=morning
  37  ride 3 T=afternoon
  27  ride 3 T=evening
  41  ride 9 T=morning
  37  ride 9 T=afternoon
  27  ride 9 T=evening
  41  ride 2 T=morning
  38  ride 2 T=afternoon
  28  ride 2 T=evening
  41  ride 8 T=morning
  38  ride 8 T=afternoon
  28  ride 8 T=evening
  42  ride 1 T=morning
  38  ride 1 T=afternoon
  29  ride 1 T=evening
------------
Name: Agent 803
Bids:
  49  ride 7 T=morning
  45  ride 7 T=afternoon
  35  ride 7 T=evening
  49  ride 13 T=morning
  45  ride 13 T=afternoon
  35  ride 13 T=evening
  49  ride 6 T=morning
  45  ride 6 T=afternoon
  36  ride 6 T=evening
  49  ride 12 T=morning
  45  ride 12 T=afternoon
  36  ride 12 T=evening
  50  ride 5 T=morning
  46  ride 5 T=afternoon
  36  ride 5 T=evening
  50  ride 11 T=morning
  46  ride 11 T=afternoon
  36  ride 11 T=evening
  50  ride 4 T=morning
  47  ride 4 T=afternoon
  37  ride 4 T=evening
  50  ride 10 T=morning
  47  ride 10 T=afternoon
  37  ride 10 T=evening
  51  ride 3 T=morning
  47  ride 3 T=afternoon
  37  ride 3 T=evening
  51  ride 9 T=morning
  47  ride 9 T=afternoon
  37  ride 9 T=evening
  51  ride 2 T=morning
  48  ride 2 T=afternoon
  38  ride 2 T=evening
  51  ride 8 T=morning
  48  ride 8 T=afternoon
  38  ride 8 T=evening
  52  ride 1 T=morning
  48  ride 1 T=afternoon
  38  ride 1 T=evening
------------
Name: Agent 619
Bids:
  14  ride 7 T=morning
  10  ride 7 T=afternoon
  1  ride 7 T=evening
  14  ride 13 T=morning
  10  ride 13 T=afternoon
  1  ride 13 T=evening
  14  ride 6 T=morning
  11  ride 6 T=afternoon
  1  ride 6 T=evening
  14  ride 12 T=morning
  11  ride 12 T=afternoon
  1  ride 12 T=evening
  15  ride 5 T=morning
  11  ride 5 T=afternoon
  2  ride 5 T=evening
  15  ride 11 T=morning
  11  ride 11 T=afternoon
  2  ride 11 T=evening
  16  ride 4 T=morning
  12  ride 4 T=afternoon
  2  ride 4 T=evening
  16  ride 10 T=morning
  12  ride 10 T=afternoon
  2  ride 10 T=evening
  16  ride 3 T=morning
  12  ride 3 T=afternoon
  3  ride 3 T=evening
  16  ride 9 T=morning
  12  ride 9 T=afternoon
  3  ride 9 T=evening
  17  ride 2 T=morning
  13  ride 2 T=afternoon
  3  ride 2 T=evening
  17  ride 8 T=morning
  13  ride 8 T=afternoon
  3  ride 8 T=evening
  17  ride 1 T=morning
  13  ride 1 T=afternoon
  4  ride 1 T=evening
------------
Name: Agent 358
Bids:
  45  ride 7 T=morning
  41  ride 7 T=afternoon
  32  ride 7 T=evening
  45  ride 13 T=morning
  41  ride 13 T=afternoon
  32  ride 13 T=evening
  46  ride 6 T=morning
  42  ride 6 T=afternoon
  32  ride 6 T=evening
  46  ride 12 T=morning
  42  ride 12 T=afternoon
  32  ride 12 T=evening
  46  ride 5 T=morning
  42  ride 5 T=afternoon
  33  ride 5 T=evening
  46  ride 11 T=morning
  42  ride 11 T=afternoon
  33  ride 11 T=evening
  47  ride 4 T=morning
  43  ride 4 T=afternoon
  33  ride 4 T=evening
  47  ride 10 T=morning
  43  ride 10 T=afternoon
  33  ride 10 T=evening
  47  ride 3 T=morning
  44  ride 3 T=afternoon
  34  ride 3 T=evening
  47  ride 9 T=morning
  44  ride 9 T=afternoon
  34  ride 9 T=evening
  48  ride 2 T=morning
  44  ride 2 T=afternoon
  34  ride 2 T=evening
  48  ride 8 T=morning
  44  ride 8 T=afternoon
  34  ride 8 T=evening
  48  ride 1 T=morning
  45  ride 1 T=afternoon
  35  ride 1 T=evening
------------
Name: Agent 54
Bids:
  23  ride 7 T=morning
  19  ride 7 T=afternoon
  9  ride 7 T=evening
  23  ride 13 T=morning
  19  ride 13 T=afternoon
  9  ride 13 T=evening
  23  ride 6 T=morning
  20  ride 6 T=afternoon
  10  ride 6 T=evening
  23  ride 12 T=morning
  20  ride 12 T=afternoon
  10  ride 12 T=evening
  24  ride 5 T=morning
  20  ride 5 T=afternoon
  10  ride 5 T=evening
  24  ride 11 T=morning
  20  ride 11 T=afternoon
  10  ride 11 T=evening
  24  ride 4 T=morning
  21  ride 4 T=afternoon
  11  ride 4 T=evening
  24  ride 10 T=morning
  21  ride 10 T=afternoon
  11  ride 10 T=evening
  25  ride 3 T=morning
  21  ride 3 T=afternoon
  11  ride 3 T=evening
  25  ride 9 T=morning
  21  ride 9 T=afternoon
  11  ride 9 T=evening
  25  ride 2 T=morning
  22  ride 2 T=afternoon
  12  ride 2 T=evening
  25  ride 8 T=morning
  22  ride 8 T=afternoon
  12  ride 8 T=evening
  26  ride 1 T=morning
  22  ride 1 T=afternoon
  13  ride 1 T=evening
------------
Name: Agent 379
Bids:
  48  ride 7 T=morning
  44  ride 7 T=afternoon
  34  ride 7 T=evening
  48  ride 13 T=morning
  44  ride 13 T=afternoon
  34  ride 13 T=evening
  48  ride 6 T=morning
  45  ride 6 T=afternoon
  35  ride 6 T=evening
  48  ride 12 T=morning
  45  ride 12 T=afternoon
  35  ride 12 T=evening
  49  ride 5 T=morning
  45  ride 5 T=afternoon
  36  ride 5 T=evening
  49  ride 11 T=morning
  45  ride 11 T=afternoon
  36  ride 11 T=evening
  50  ride 4 T=morning
  46  ride 4 T=afternoon
  36  ride 4 T=evening
  50  ride 10 T=morning
  46  ride 10 T=afternoon
  36  ride 10 T=evening
  50  ride 3 T=morning
  46  ride 3 T=afternoon
  37  ride 3 T=evening
  50  ride 9 T=morning
  46  ride 9 T=afternoon
  37  ride 9 T=evening
  51  ride 2 T=morning
  47  ride 2 T=afternoon
  37  ride 2 T=evening
  51  ride 8 T=morning
  47  ride 8 T=afternoon
  37  ride 8 T=evening
  51  ride 1 T=morning
  47  ride 1 T=afternoon
  38  ride 1 T=evening
------------
Name: Agent 913
Bids:
  9  ride 7 T=morning
  5  ride 7 T=afternoon
  1  ride 7 T=evening
  9  ride 13 T=morning
  5  ride 13 T=afternoon
  1  ride 13 T=evening
  10  ride 6 T=morning
  6  ride 6 T=afternoon
  1  ride 6 T=evening
  10  ride 12 T=morning
  6  ride 12 T=afternoon
  1  ride 12 T=evening
  10  ride 5 T=morning
  7  ride 5 T=afternoon
  1  ride 5 T=evening
  10  ride 11 T=morning
  7  ride 11 T=afternoon
  1  ride 11 T=evening
  11  ride 4 T=morning
  7  ride 4 T=afternoon
  1  ride 4 T=evening
  11  ride 10 T=morning
  7  ride 10 T=afternoon
  1  ride 10 T=evening
  11  ride 3 T=morning
  8  ride 3 T=afternoon
  1  ride 3 T=evening
  11  ride 9 T=morning
  8  ride 9 T=afternoon
  1  ride 9 T=evening
  12  ride 2 T=morning
  8  ride 2 T=afternoon
  1  ride 2 T=evening
  12  ride 8 T=morning
  8  ride 8 T=afternoon
  1  ride 8 T=evening
  13  ride 1 T=morning
  9  ride 1 T=afternoon
  1  ride 1 T=evening
------------
Name: Agent 616
Bids:
  52  ride 7 T=morning
  49  ride 7 T=afternoon
  39  ride 7 T=evening
  52  ride 13 T=morning
  49  ride 13 T=afternoon
  39  ride 13 T=evening
  53  ride 6 T=morning
  49  ride 6 T=afternoon
  39  ride 6 T=evening
  53  ride 12 T=morning
